# This file created from http://www.insidethebook.com/li.shtml
# Used with permission from Tom Tango
1,top,_ _ _,0,0.4,0.6,0.7,0.8,0.9,0,0,0,0
1,top,1 _ _,0,0.7,0.9,1.1,1.3,1.4,0,0,0,0
1,top,_ 2 _,0,0.6,0.7,0.9,1.0,1.2,0,0,0,0
1,top,_ _ 3,0,0.5,0.6,0.8,0.9,1.0,0,0,0,0
1,top,1 2 _,0,0.8,1.1,1.3,1.6,1.8,0,0,0,0
1,top,1 _ 3,0,0.6,0.8,1.1,1.3,1.5,0,0,0,0
1,top,_ 2 3,0,0.6,0.8,1.0,1.2,1.3,0,0,0,0
1,top,1 2 3,0,0.8,1.1,1.4,1.7,2.0,0,0,0,0
1,top,_ _ _,1,0.3,0.4,0.5,0.6,0.6,0,0,0,0
1,top,1 _ _,1,0.6,0.7,0.9,1.0,1.1,0,0,0,0
1,top,_ 2 _,1,0.6,0.8,0.9,1.1,1.2,0,0,0,0
1,top,_ _ 3,1,0.7,0.9,1.0,1.2,1.3,0,0,0,0
1,top,1 2 _,1,0.9,1.2,1.5,1.7,1.9,0,0,0,0
1,top,1 _ 3,1,0.9,1.1,1.3,1.6,1.7,0,0,0,0
1,top,_ 2 3,1,0.7,0.9,1.1,1.3,1.4,0,0,0,0
1,top,1 2 3,1,1.1,1.5,1.8,2.1,2.4,0,0,0,0
1,top,_ _ _,2,0.2,0.3,0.3,0.4,0.4,0,0,0,0
1,top,1 _ _,2,0.4,0.5,0.6,0.7,0.8,0,0,0,0
1,top,_ 2 _,2,0.6,0.7,0.9,1.0,1.1,0,0,0,0
1,top,_ _ 3,2,0.7,0.9,1.0,1.2,1.3,0,0,0,0
1,top,1 2 _,2,0.8,1.0,1.3,1.5,1.6,0,0,0,0
1,top,1 _ 3,2,0.9,1.1,1.4,1.6,1.7,0,0,0,0
1,top,_ 2 3,2,1.0,1.2,1.5,1.7,1.9,0,0,0,0
1,top,1 2 3,2,1.4,1.8,2.1,2.5,2.7,0,0,0,0
1,bot,_ _ _,0,0.7,0.8,0.9,0.9,0.9,0.8,0.6,0.5,0.4
1,bot,1 _ _,0,1.2,1.4,1.5,1.5,1.4,1.2,1.0,0.8,0.6
1,bot,_ 2 _,0,1.1,1.2,1.3,1.2,1.1,1.0,0.8,0.6,0.5
1,bot,_ _ 3,0,1.0,1.1,1.1,1.1,1.0,0.8,0.7,0.5,0.4
1,bot,1 2 _,0,1.7,1.9,2.0,1.9,1.7,1.5,1.2,0.9,0.7
1,bot,1 _ 3,0,1.6,1.7,1.7,1.6,1.4,1.2,1.0,0.7,0.5
1,bot,_ 2 3,0,1.4,1.5,1.5,1.4,1.3,1.1,0.9,0.7,0.5
1,bot,1 2 3,0,2.2,2.3,2.3,2.1,1.9,1.6,1.2,0.9,0.7
1,bot,_ _ _,1,0.5,0.6,0.6,0.7,0.6,0.6,0.5,0.4,0.3
1,bot,1 _ _,1,1.0,1.1,1.2,1.2,1.1,1.0,0.8,0.7,0.5
1,bot,_ 2 _,1,1.0,1.1,1.2,1.2,1.2,1.0,0.9,0.7,0.5
1,bot,_ _ 3,1,1.0,1.1,1.3,1.3,1.3,1.1,1.0,0.8,0.6
1,bot,1 2 _,1,1.7,1.9,2.0,2.0,1.8,1.6,1.3,1.0,0.8
1,bot,1 _ 3,1,1.5,1.7,1.8,1.8,1.7,1.5,1.2,1.0,0.8
1,bot,_ 2 3,1,1.4,1.5,1.6,1.5,1.4,1.2,1.0,0.8,0.6
1,bot,1 2 3,1,2.4,2.6,2.6,2.6,2.3,2.0,1.6,1.3,1.0
1,bot,_ _ _,2,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2
1,bot,1 _ _,2,0.6,0.7,0.8,0.8,0.8,0.7,0.6,0.5,0.4
1,bot,_ 2 _,2,0.8,1.0,1.1,1.1,1.1,1.0,0.8,0.7,0.5
1,bot,_ _ 3,2,1.0,1.1,1.3,1.3,1.3,1.2,1.0,0.8,0.6
1,bot,1 2 _,2,1.3,1.5,1.6,1.7,1.6,1.4,1.2,0.9,0.7
1,bot,1 _ 3,2,1.4,1.6,1.7,1.8,1.7,1.5,1.3,1.0,0.8
1,bot,_ 2 3,2,1.6,1.8,2.0,2.0,1.9,1.7,1.4,1.1,0.8
1,bot,1 2 3,2,2.4,2.7,2.9,2.9,2.7,2.4,2.0,1.5,1.2
2,top,_ _ _,0,0.4,0.6,0.7,0.8,0.9,1.0,0.9,0.8,0.7
2,top,1 _ _,0,0.7,0.9,1.1,1.3,1.5,1.5,1.5,1.4,1.2
2,top,_ 2 _,0,0.5,0.7,0.9,1.1,1.2,1.3,1.3,1.2,1.0
2,top,_ _ 3,0,0.4,0.6,0.8,0.9,1.1,1.1,1.2,1.1,0.9
2,top,1 2 _,0,0.8,1.1,1.4,1.6,1.9,2.0,2.0,1.9,1.7
2,top,1 _ 3,0,0.6,0.8,1.1,1.3,1.6,1.7,1.8,1.7,1.5
2,top,_ 2 3,0,0.6,0.8,1.0,1.2,1.4,1.5,1.6,1.5,1.4
2,top,1 2 3,0,0.8,1.1,1.4,1.7,2.0,2.3,2.4,2.3,2.1
2,top,_ _ _,1,0.3,0.4,0.5,0.6,0.7,0.7,0.6,0.6,0.5
2,top,1 _ _,1,0.6,0.7,0.9,1.1,1.2,1.3,1.2,1.1,0.9
2,top,_ 2 _,1,0.6,0.8,1.0,1.1,1.2,1.3,1.2,1.1,0.9
2,top,_ _ 3,1,0.7,0.9,1.1,1.2,1.3,1.3,1.3,1.1,0.9
2,top,1 2 _,1,0.9,1.2,1.5,1.8,2.0,2.1,2.0,1.8,1.6
2,top,1 _ 3,1,0.9,1.1,1.4,1.6,1.8,1.8,1.8,1.6,1.4
2,top,_ 2 3,1,0.7,0.9,1.1,1.3,1.5,1.6,1.6,1.5,1.3
2,top,1 2 3,1,1.1,1.5,1.8,2.2,2.5,2.7,2.7,2.6,2.3
2,top,_ _ _,2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3
2,top,1 _ _,2,0.4,0.5,0.7,0.8,0.8,0.9,0.8,0.7,0.6
2,top,_ 2 _,2,0.6,0.8,0.9,1.1,1.2,1.2,1.1,0.9,0.8
2,top,_ _ 3,2,0.7,0.9,1.1,1.3,1.4,1.4,1.2,1.1,0.9
2,top,1 2 _,2,0.8,1.0,1.3,1.5,1.7,1.7,1.6,1.4,1.2
2,top,1 _ 3,2,0.9,1.1,1.4,1.6,1.8,1.8,1.7,1.5,1.3
2,top,_ 2 3,2,1.0,1.2,1.5,1.8,2.0,2.1,2.0,1.7,1.4
2,top,1 2 3,2,1.3,1.7,2.2,2.6,2.9,3.0,2.9,2.6,2.2
2,bot,_ _ _,0,0.8,0.9,1.0,1.0,0.9,0.8,0.6,0.5,0.4
2,bot,1 _ _,0,1.3,1.5,1.6,1.6,1.5,1.2,1.0,0.8,0.6
2,bot,_ 2 _,0,1.1,1.3,1.3,1.3,1.2,1.0,0.8,0.6,0.4
2,bot,_ _ 3,0,1.0,1.2,1.2,1.2,1.0,0.9,0.7,0.5,0.4
2,bot,1 2 _,0,1.8,2.0,2.1,2.0,1.8,1.5,1.2,0.9,0.7
2,bot,1 _ 3,0,1.6,1.8,1.8,1.7,1.5,1.2,0.9,0.7,0.5
2,bot,_ 2 3,0,1.5,1.6,1.6,1.5,1.3,1.1,0.9,0.7,0.5
2,bot,1 2 3,0,2.3,2.4,2.4,2.2,1.9,1.6,1.2,0.9,0.6
2,bot,_ _ _,1,0.5,0.6,0.7,0.7,0.7,0.6,0.5,0.4,0.3
2,bot,1 _ _,1,1.0,1.2,1.3,1.3,1.2,1.0,0.8,0.6,0.5
2,bot,_ 2 _,1,1.0,1.2,1.3,1.3,1.2,1.1,0.9,0.7,0.5
2,bot,_ _ 3,1,1.0,1.2,1.3,1.4,1.4,1.2,1.0,0.8,0.6
2,bot,1 2 _,1,1.7,2.0,2.1,2.1,2.0,1.7,1.3,1.0,0.7
2,bot,1 _ 3,1,1.5,1.8,1.9,1.9,1.8,1.6,1.3,1.0,0.7
2,bot,_ 2 3,1,1.4,1.6,1.7,1.6,1.5,1.3,1.0,0.8,0.6
2,bot,1 2 3,1,2.5,2.7,2.8,2.7,2.4,2.1,1.7,1.3,0.9
2,bot,_ _ _,2,0.3,0.4,0.4,0.5,0.4,0.4,0.3,0.2,0.2
2,bot,1 _ _,2,0.6,0.8,0.9,0.9,0.8,0.7,0.6,0.5,0.3
2,bot,_ 2 _,2,0.8,1.0,1.2,1.2,1.2,1.0,0.9,0.7,0.5
2,bot,_ _ 3,2,1.0,1.2,1.3,1.4,1.4,1.2,1.0,0.8,0.6
2,bot,1 2 _,2,1.3,1.6,1.8,1.8,1.7,1.5,1.2,0.9,0.7
2,bot,1 _ 3,2,1.4,1.7,1.9,1.9,1.8,1.6,1.3,1.0,0.7
2,bot,_ 2 3,2,1.6,1.9,2.1,2.1,2.0,1.7,1.4,1.1,0.8
2,bot,1 2 3,2,2.5,2.8,3.1,3.1,2.9,2.5,2.0,1.5,1.1
3,top,_ _ _,0,0.4,0.6,0.7,0.9,1.0,1.0,1.0,0.9,0.7
3,top,1 _ _,0,0.6,0.9,1.1,1.4,1.6,1.7,1.6,1.4,1.2
3,top,_ 2 _,0,0.5,0.7,0.9,1.1,1.3,1.4,1.4,1.2,1.0
3,top,_ _ 3,0,0.4,0.6,0.8,1.0,1.1,1.2,1.2,1.1,1.0
3,top,1 2 _,0,0.8,1.0,1.4,1.7,2.0,2.2,2.1,2.0,1.7
3,top,1 _ 3,0,0.6,0.8,1.1,1.4,1.6,1.8,1.9,1.8,1.6
3,top,_ 2 3,0,0.5,0.8,1.0,1.2,1.5,1.6,1.7,1.6,1.4
3,top,1 2 3,0,0.7,1.0,1.4,1.8,2.1,2.4,2.6,2.5,2.3
3,top,_ _ _,1,0.3,0.4,0.5,0.6,0.7,0.7,0.7,0.6,0.5
3,top,1 _ _,1,0.5,0.7,1.0,1.2,1.3,1.4,1.3,1.1,0.9
3,top,_ 2 _,1,0.6,0.8,1.0,1.2,1.3,1.4,1.3,1.1,0.9
3,top,_ _ 3,1,0.6,0.9,1.1,1.3,1.5,1.5,1.3,1.1,0.9
3,top,1 2 _,1,0.9,1.2,1.5,1.8,2.1,2.2,2.1,1.9,1.6
3,top,1 _ 3,1,0.8,1.1,1.4,1.7,1.9,2.0,1.9,1.7,1.5
3,top,_ 2 3,1,0.7,0.9,1.2,1.4,1.6,1.7,1.7,1.6,1.3
3,top,1 2 3,1,1.1,1.4,1.9,2.3,2.7,2.9,2.9,2.7,2.4
3,top,_ _ _,2,0.2,0.3,0.4,0.4,0.5,0.5,0.4,0.4,0.3
3,top,1 _ _,2,0.4,0.5,0.7,0.8,0.9,0.9,0.8,0.7,0.6
3,top,_ 2 _,2,0.6,0.8,1.0,1.1,1.3,1.3,1.1,1.0,0.8
3,top,_ _ 3,2,0.7,0.9,1.1,1.3,1.5,1.5,1.3,1.1,0.9
3,top,1 2 _,2,0.8,1.0,1.3,1.6,1.8,1.9,1.8,1.5,1.2
3,top,1 _ 3,2,0.8,1.1,1.4,1.7,1.9,2.0,1.9,1.6,1.3
3,top,_ 2 3,2,0.9,1.2,1.6,1.9,2.2,2.2,2.1,1.8,1.5
3,top,1 2 3,2,1.3,1.7,2.2,2.7,3.1,3.3,3.1,2.7,2.3
3,bot,_ _ _,0,0.8,0.9,1.0,1.1,1.0,0.8,0.6,0.5,0.3
3,bot,1 _ _,0,1.3,1.6,1.7,1.7,1.5,1.3,1.0,0.7,0.5
3,bot,_ 2 _,0,1.2,1.3,1.5,1.4,1.3,1.1,0.8,0.6,0.4
3,bot,_ _ 3,0,1.1,1.2,1.3,1.2,1.1,0.9,0.7,0.5,0.3
3,bot,1 2 _,0,1.9,2.1,2.3,2.2,1.9,1.6,1.2,0.9,0.6
3,bot,1 _ 3,0,1.7,1.9,2.0,1.8,1.5,1.2,0.9,0.7,0.4
3,bot,_ 2 3,0,1.6,1.7,1.8,1.6,1.4,1.1,0.9,0.6,0.4
3,bot,1 2 3,0,2.4,2.6,2.6,2.4,2.0,1.6,1.2,0.8,0.6
3,bot,_ _ _,1,0.5,0.7,0.7,0.8,0.7,0.6,0.5,0.4,0.3
3,bot,1 _ _,1,1.0,1.2,1.4,1.4,1.3,1.1,0.8,0.6,0.4
3,bot,_ 2 _,1,1.0,1.3,1.4,1.4,1.3,1.1,0.9,0.6,0.5
3,bot,_ _ 3,1,1.0,1.3,1.4,1.5,1.5,1.3,1.0,0.7,0.5
3,bot,1 2 _,1,1.8,2.1,2.3,2.3,2.1,1.7,1.3,1.0,0.7
3,bot,1 _ 3,1,1.6,1.9,2.0,2.1,1.9,1.6,1.3,0.9,0.7
3,bot,_ 2 3,1,1.5,1.7,1.8,1.7,1.6,1.3,1.0,0.8,0.5
3,bot,1 2 3,1,2.6,2.9,3.1,2.9,2.6,2.1,1.6,1.2,0.8
3,bot,_ _ _,2,0.3,0.4,0.5,0.5,0.5,0.4,0.3,0.2,0.2
3,bot,1 _ _,2,0.6,0.8,0.9,1.0,0.9,0.8,0.6,0.5,0.3
3,bot,_ 2 _,2,0.9,1.1,1.3,1.3,1.3,1.1,0.9,0.6,0.5
3,bot,_ _ 3,2,1.0,1.2,1.4,1.6,1.5,1.3,1.0,0.8,0.5
3,bot,1 2 _,2,1.4,1.7,1.9,2.0,1.8,1.5,1.2,0.9,0.6
3,bot,1 _ 3,2,1.4,1.8,2.0,2.1,1.9,1.6,1.3,1.0,0.7
3,bot,_ 2 3,2,1.6,2.0,2.3,2.3,2.2,1.8,1.4,1.0,0.7
3,bot,1 2 3,2,2.5,3.0,3.3,3.4,3.1,2.5,2.0,1.5,1.0
4,top,_ _ _,0,0.4,0.5,0.7,0.9,1.1,1.1,1.1,0.9,0.7
4,top,1 _ _,0,0.6,0.8,1.1,1.4,1.7,1.8,1.7,1.5,1.2
4,top,_ 2 _,0,0.5,0.7,0.9,1.2,1.4,1.5,1.5,1.3,1.1
4,top,_ _ 3,0,0.4,0.6,0.8,1.0,1.2,1.3,1.3,1.2,1.0
4,top,1 2 _,0,0.7,1.0,1.4,1.8,2.1,2.3,2.3,2.1,1.8
4,top,1 _ 3,0,0.5,0.8,1.0,1.4,1.7,2.0,2.1,1.9,1.7
4,top,_ 2 3,0,0.5,0.7,1.0,1.3,1.6,1.8,1.8,1.7,1.5
4,top,1 2 3,0,0.7,1.0,1.4,1.8,2.2,2.6,2.8,2.7,2.4
4,top,_ _ _,1,0.3,0.4,0.5,0.7,0.8,0.8,0.7,0.6,0.5
4,top,1 _ _,1,0.5,0.7,1.0,1.2,1.4,1.5,1.4,1.2,0.9
4,top,_ 2 _,1,0.5,0.7,1.0,1.2,1.5,1.5,1.4,1.2,0.9
